0,1,2,3,4,5,6,7
9.16578e+99,200,200,200,200,200,200,200
1.28466e+101,200,200,200,200,200,200,200
1.71581e+100,200,200,200,200,200,200,200
1.61455e+99,200,200,200,200,200,200,200
1.45209e+98,200,200,200,200,200,200,200
1.30195e+97,200,200,200,200,200,200,200
1.16901e+96,200,200,200,200,200,200,200
1.05158e+95,200,200,200,200,200,200,200
9.47765e+93,200,200,200,200,200,200,200
8.55854e+92,200,200,200,200,200,200,200
7.74382e+91,200,200,200,200,200,200,200
7.02071e+90,200,200,200,200,200,200,200
6.37811e+89,200,200,200,200,200,200,200
5.80635e+88,200,200,200,200,200,200,200
5.29699e+87,200,200,200,200,200,200,200
4.84267e+86,200,200,200,200,200,200,200
4.43699e+85,200,200,200,200,200,200,200
4.07432e+84,200,200,200,200,200,200,200
3.74975e+83,200,200,200,200,200,200,200
3.45897e+82,200,200,200,200,200,200,200
3.19823e+81,200,200,200,200,200,200,200
2.96419e+80,200,200,200,200,200,200,200
2.75396e+79,200,200,200,200,200,200,200
2.56498e+78,200,200,200,200,200,200,200
2.39501e+77,200,200,200,200,200,200,200
2.24205e+76,200,200,200,200,200,200,200
2.10438e+75,200,200,200,200,200,200,200
1.98046e+74,200,200,200,200,200,200,200
1.86893e+73,200,200,200,200,200,200,200
1.76861e+72,200,200,200,200,200,200,200
1.67845e+71,200,200,200,200,200,200,200
1.59752e+70,200,200,200,200,200,200,200
1.52503e+69,200,200,200,200,200,200,200
1.46027e+68,200,200,200,200,200,200,200
1.40261e+67,200,200,200,200,200,200,200
1.35153e+66,200,200,200,200,200,200,200
1.30656e+65,200,200,200,200,200,200,200
1.26732e+64,200,200,200,200,200,200,200
1.23351e+63,200,200,200,200,200,200,200
1.20508e+62,200,200,200,200,200,200,200
1.18418e+61,200,200,200,200,200,200,200
1.19407e+60,200,200,200,200,200,200,200
1.46887e+59,200,200,200,200,200,200,200
4.35069e+58,200,200,200,200,200,200,200
3.32611e+58,200,200,200,200,200,200,200
3.22416e+58,200,200,200,200,200,200,200
3.21397e+58,200,200,200,200,200,200,200
3.21295e+58,200,200,200,200,200,200,200
3.21284e+58,200,200,200,200,200,200,200
3.21283e+58,200,200,200,200,200,200,200
3.21283e+58,200,200,200,200,200,200,200
3.21283e+58,200,200,200,200,200,200,200
