0,1,2,3,4,5,6,7
3.05082e+45,200,200,200,200,200,200,200
3.04321e+46,200,200,200,200,200,200,200
4.20548e+45,200,200,200,200,200,200,200
4.92292e+44,200,200,200,200,200,200,200
5.71428e+43,200,200,200,200,200,200,200
6.66769e+42,200,200,200,200,200,200,200
7.82959e+41,200,200,200,200,200,200,200
9.25475e+40,200,200,200,200,200,200,200
1.10141e+40,200,200,200,200,200,200,200
1.32009e+39,200,200,200,200,200,200,200
1.5938e+38,200,200,200,200,200,200,200
1.93895e+37,200,200,200,200,200,200,200
2.37758e+36,200,200,200,200,200,200,200
2.93956e+35,200,200,200,200,200,200,200
3.66578e+34,200,200,200,200,200,200,200
4.61282e+33,200,200,200,200,200,200,200
5.85983e+32,200,200,200,200,200,200,200
7.51999e+31,200,200,200,200,200,200,200
9.76793e+30,200,200,200,200,200,200,200
1.29831e+30,200,200,200,200,200,200,200
1.89826e+29,200,200,200,200,200,200,200
4.30327e+28,200,200,200,200,200,200,200
2.33465e+28,200,200,200,200,200,200,200
2.06701e+28,200,200,200,200,200,200,200
2.03008e+28,200,200,200,200,200,200,200
2.02489e+28,200,200,200,200,200,200,200
2.02415e+28,200,200,200,200,200,200,200
2.02404e+28,200,200,200,200,200,200,200
2.02403e+28,200,200,200,200,200,200,200
2.02403e+28,200,200,200,200,200,200,200
2.02403e+28,200,200,200,200,200,200,200
2.02403e+28,200,200,200,200,200,200,200
2.02403e+28,200,200,200,200,200,200,200
2.02403e+28,200,200,200,200,200,200,200
2.02403e+28,200,200,200,200,200,200,200
2.02403e+28,200,200,200,200,200,200,200
2.02403e+28,200,200,200,200,200,200,200
2.02403e+28,200,200,200,200,200,200,200
2.02403e+28,200,200,200,200,200,200,200
2.02403e+28,200,200,200,200,200,200,200
2.02403e+28,200,200,200,200,200,200,200
2.02403e+28,200,200,200,200,200,200,200
2.02403e+28,200,200,200,200,200,200,200
2.02403e+28,200,200,200,200,200,200,200
2.02403e+28,200,200,200,200,200,200,200
2.02403e+28,200,200,200,200,200,200,200
2.02403e+28,200,200,200,200,200,200,200
2.02403e+28,200,200,200,200,200,200,200
2.02403e+28,200,200,200,200,200,200,200
2.02403e+28,200,200,200,200,200,200,200
2.02403e+28,200,200,200,200,200,200,200
2.02403e+28,200,200,200,200,200,200,200
2.02403e+28,200,200,200,200,200,200,200
2.02403e+28,200,200,200,200,200,200,200
2.02403e+28,200,200,200,200,200,200,200
2.02403e+28,200,200,200,200,200,200,200
2.02403e+28,200,200,200,200,200,200,200
2.02403e+28,200,200,200,200,200,200,200
2.02403e+28,200,200,200,200,200,200,200
2.02403e+28,200,200,200,200,200,200,200
2.02403e+28,200,200,200,200,200,200,200
2.02403e+28,200,200,200,200,200,200,200
2.02403e+28,200,200,200,200,200,200,200
2.02403e+28,200,200,200,200,200,200,200
2.02403e+28,200,200,200,200,200,200,200
2.02403e+28,200,200,200,200,200,200,200
2.02403e+28,200,200,200,200,200,200,200
2.02403e+28,200,200,200,200,200,200,200
2.02403e+28,200,200,200,200,200,200,200
2.02403e+28,200,200,200,200,200,200,200
2.02403e+28,200,200,200,200,200,200,200
2.02403e+28,200,200,200,200,200,200,200
2.02403e+28,200,200,200,200,200,200,200
2.02403e+28,200,200,200,200,200,200,200
2.02403e+28,200,200,200,200,200,200,200
2.02403e+28,200,200,200,200,200,200,200
2.02403e+28,200,200,200,200,200,200,200
2.02403e+28,200,200,200,200,200,200,200
2.02403e+28,200,200,200,200,200,200,200
2.02403e+28,200,200,200,200,200,200,200
2.02403e+28,200,200,200,200,200,200,200
2.02403e+28,200,200,200,200,200,200,200
2.02403e+28,200,200,200,200,200,200,200
2.02403e+28,200,200,200,200,200,200,200
2.02403e+28,200,200,200,200,200,200,200
2.02403e+28,200,200,200,200,200,200,200
2.02403e+28,200,200,200,200,200,200,200
2.02403e+28,200,200,200,200,200,200,200
2.02403e+28,200,200,200,200,200,200,200
2.02403e+28,200,200,200,200,200,200,200
2.02403e+28,200,200,200,200,200,200,200
