0,1,2,3
151.552,200,200,200
107.125,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
107.121,200,200,200
