0,1,2,3
163.381,200,200,200
120.184,200,200,200
120.18,200,200,200
120.18,200,200,200
120.18,200,200,200
120.18,200,200,200
120.18,200,200,200
120.18,200,200,200
120.18,200,200,200
120.18,200,200,200
120.18,200,200,200
120.18,200,200,200
120.18,200,200,200
120.18,200,200,200
120.18,200,200,200
120.18,200,200,200
120.18,200,200,200
120.18,200,200,200
120.18,200,200,200
120.18,200,200,200
120.18,200,200,200
120.18,200,200,200
120.18,200,200,200
120.18,200,200,200
120.18,200,200,200
120.18,200,200,200
120.18,200,200,200
120.18,200,200,200
120.18,200,200,200
120.18,200,200,200
120.18,200,200,200
120.18,200,200,200
120.18,200,200,200
120.18,200,200,200
120.18,200,200,200
120.18,200,200,200
120.18,200,200,200
120.18,200,200,200
120.18,200,200,200
120.18,200,200,200
120.18,200,200,200
120.18,200,200,200
120.18,200,200,200
120.18,200,200,200
120.18,200,200,200
120.18,200,200,200
120.18,200,200,200
120.18,200,200,200
120.18,200,200,200
120.18,200,200,200
120.18,200,200,200
120.18,200,200,200
120.18,200,200,200
120.18,200,200,200
120.18,200,200,200
120.18,200,200,200
120.18,200,200,200
120.18,200,200,200
120.18,200,200,200
120.18,200,200,200
120.18,200,200,200
120.18,200,200,200
120.18,200,200,200
120.18,200,200,200
120.18,200,200,200
120.18,200,200,200
120.18,200,200,200
120.18,200,200,200
120.18,200,200,200
120.18,200,200,200
120.18,200,200,200
120.18,200,200,200
120.18,200,200,200
120.18,200,200,200
120.18,200,200,200
120.18,200,200,200
120.18,200,200,200
120.18,200,200,200
120.18,200,200,200
120.18,200,200,200
120.18,200,200,200
120.18,200,200,200
120.18,200,200,200
120.18,200,200,200
120.18,200,200,200
120.18,200,200,200
120.18,200,200,200
120.18,200,200,200
120.18,200,200,200
120.18,200,200,200
120.18,200,200,200
120.18,200,200,200
120.18,200,200,200
120.18,200,200,200
120.18,200,200,200
120.18,200,200,200
120.18,200,200,200
120.18,200,200,200
120.18,200,200,200
120.18,200,200,200
120.18,200,200,200
120.18,200,200,200
120.18,200,200,200
120.18,200,200,200
