0,1,2,3
199.089,200,200,200
191.967,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
191.966,200,200,200
