0,1,2,3
132.047,200,200,200
88.6798,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
88.6758,200,200,200
